Region,Total_Sales,Order ID,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Product ID,Category,Sub-Category,Product Name,Total_Discount,Dates,Total_profit
West,1581.84,CA-2017-147942,5/4/2017,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,24.336,4-1-2017,1619.865
West,1586.176,CA-2015-144806,11/12/2015,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,39.6544,12-6-2015,1648.136
West,159.12,US-2015-144771,4/10/2015,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hillsboro,Oregon,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,10.608,10-2-2015,154.479
West,159.232,US-2016-114230,1/12/2016,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Phoenix,Arizona,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,7.9616,27-11-2016,163.2128
West,159.68,CA-2016-133795,12/24/2016,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",0,18-12-2016,170.8576
West,159.75,US-2015-103996,3/31/2015,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,0,29-3-2015,180.5175
West,159.8,CA-2015-155040,11/15/2015,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Brentwood,California,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,0,11-10-2015,194.956
West,159.96,CA-2017-132262,9/23/2017,First Class,ML-18265,Muhammed Lee,Consumer,United States,Seattle,Washington,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,0,21-9-2017,186.3534
West,159.99,US-2017-111745,6/11/2017,First Class,RA-19885,Ruben Ausman,Corporate,United States,Farmington,New Mexico,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,0,11-5-2017,214.3866
West,1591.52,CA-2015-121797,6/2/2015,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",0,30-1-2015,1673.3696
West,1599.84,CA-2014-150581,12/4/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,Concord,California,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,0,4-8-2014,1739.826
West,16,CA-2014-113768,5/19/2014,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Los Angeles,California,OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,0,13-5-2014,19.84
West,16.06,CA-2017-141747,8/8/2017,Second Class,SC-20230,Scot Coram,Corporate,United States,Seattle,Washington,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",0,8-3-2017,20.2356
West,16.192,CA-2015-146696,12/19/2015,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Diego,California,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,1.6192,14-12-2015,18.9244
West,16.192,CA-2017-118017,6/12/2017,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Thornton,Colorado,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,3.2384,12-3-2017,20.8472
West,16.29,CA-2015-139164,6/28/2015,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,California,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,0,23-6-2015,18.0819
West,16.36,CA-2014-150490,11/8/2014,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,0,8-5-2014,17.996
West,16.38,US-2016-115819,4/24/2016,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,OFF-AR-10000823,Office Supplies,Art,Newell 307,0,19-4-2016,17.9088
West,16.52,CA-2015-149846,5/26/2015,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Los Angeles,California,OFF-LA-10004484,Office Supplies,Labels,Avery 476,0,22-5-2015,20.3196
West,16.52,US-2016-100405,8/28/2016,Second Class,TS-21430,Tom Stivers,Corporate,United States,Los Angeles,California,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,0,26-8-2016,20.3196
West,16.56,CA-2015-157028,3/12/2015,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Las Cruces,New Mexico,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,0,28-11-2015,20.0376
West,16.576,CA-2014-106719,8/24/2014,Same Day,RB-19645,Robert Barroso,Corporate,United States,Billings,Montana,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",1.6576,24-8-2014,19.2696
West,16.576,US-2017-166688,5/26/2017,Standard Class,RD-19480,Rick Duston,Consumer,United States,Las Vegas,Nevada,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,1.6576,20-5-2017,19.5804
West,16.59,CA-2017-118668,4/1/2017,Second Class,FW-14395,Fred Wasserman,Corporate,United States,Los Angeles,California,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,0,1-2-2017,22.3965
West,16.72,CA-2017-103611,9/15/2017,First Class,JM-15535,Jessica Myrick,Consumer,United States,Los Angeles,California,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",0,9-12-2017,19.7296
West,16.74,US-2017-163790,4/11/2017,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",0,11-2-2017,16.9074
West,16.896,CA-2014-138681,12/22/2014,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,1.6896,20-12-2014,19.536
West,16.896,US-2017-132444,11/21/2017,First Class,CD-12280,Christina DeMoss,Consumer,United States,Seattle,Washington,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",1.6896,18-11-2017,19.8528
West,16.95,US-2017-153948,6/11/2017,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,0,11-6-2017,17.967
West,16.99,CA-2016-154053,10/3/2016,Standard Class,MG-17890,Michael Granlund,Home Office,United States,San Diego,California,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,0,3-4-2016,21.9171
West,160.272,US-2014-112872,11/12/2014,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,10.6848,12-6-2014,164.9466
West,160.72,CA-2017-163209,7/5/2017,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,OFF-AR-10003651,Office Supplies,Art,Newell 350,0,5-3-2017,167.3784
West,1603.136,CA-2014-116932,7/25/2014,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,160.3136,21-7-2014,1653.234
West,1603.136,CA-2016-133935,9/22/2016,Standard Class,JW-15220,Jane Waco,Corporate,United States,San Diego,California,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,160.3136,18-9-2016,1653.234
West,1603.136,US-2016-105578,4/6/2016,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,160.3136,30-5-2016,1653.234
West,1606.23,CA-2014-127866,7/23/2014,First Class,JD-15895,Jonathan Doherty,Corporate,United States,Riverside,California,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",0,20-7-2014,1766.853
West,1608.32,CA-2017-122770,12/18/2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,San Francisco,California,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",0,13-12-2017,1662.6008
West,161.024,CA-2015-129896,6/20/2015,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",8.0512,15-6-2015,172.0944
West,161.82,CA-2014-126522,5/9/2014,Second Class,LT-16765,Larry Tron,Consumer,United States,Escondido,California,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",0,9-1-2014,177.4626
West,161.91,CA-2016-129868,12/31/2016,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,0,26-12-2016,177.0216
West,1612.672,US-2016-164189,3/28/2016,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Gresham,Oregon,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,80.6336,24-3-2016,1637.87
West,16178.176,CA-2017-111738,7/1/2017,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,San Francisco,California,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,404.4544,1-3-2017,16860.6928
West,162,CA-2014-109218,3/7/2014,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Los Angeles,California,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",0,30-6-2014,172.368
West,162,CA-2014-113271,7/14/2014,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,0,7-9-2014,177.552
West,162,CA-2015-120880,3/6/2015,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,0,29-5-2015,177.552
West,162,CA-2015-126725,11/21/2015,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,0,17-11-2015,177.552
West,162,CA-2015-127481,12/15/2015,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Las Vegas,Nevada,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,0,12-12-2015,177.876
West,162,CA-2015-133025,9/19/2015,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Los Angeles,California,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,0,17-9-2015,177.552
West,162,CA-2015-137113,5/12/2015,Second Class,TW-21025,Tamara Willingham,Home Office,United States,Seattle,Washington,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,0,12-1-2015,177.552
West,162,CA-2016-113117,8/22/2016,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Davis,California,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,0,16-8-2016,177.552
West,162,CA-2016-113243,6/15/2016,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,0,6-10-2016,177.552
West,162,CA-2016-152646,11/26/2016,Standard Class,TH-21235,Tiffany House,Corporate,United States,Los Angeles,California,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,0,21-11-2016,177.552
West,162,CA-2016-163384,12/11/2016,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,0,11-10-2016,177.552
West,162,CA-2017-102099,12/19/2017,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,0,18-12-2017,177.552
West,162,CA-2017-142342,7/19/2017,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,0,17-7-2017,177.552
West,162.848,CA-2016-146325,12/17/2016,First Class,DS-13180,David Smith,Corporate,United States,San Diego,California,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",16.2848,14-12-2016,153.6878
West,162.848,US-2016-125969,10/11/2016,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",16.2848,11-6-2016,153.6878
West,1621.71,CA-2015-120880,3/6/2015,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,0,29-5-2015,1762.2582
West,1621.71,CA-2017-166093,8/24/2017,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,0,17-8-2017,1762.2582
West,1622.56,CA-2014-106439,4/11/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,0,31-10-2014,1634.7292
West,1624.5,US-2017-140907,12/12/2017,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,0,12-10-2017,1663.488
West,1625.472,CA-2017-145233,5/12/2017,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,81.2736,12-1-2017,1655.9496
West,1628.82,CA-2017-158169,8/15/2017,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Lake Forest,California,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,0,8-12-2017,1780.8432
West,163.136,CA-2017-137428,12/21/2017,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",16.3136,16-12-2017,172.3124
West,163.75,CA-2015-148628,11/12/2015,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Thousand Oaks,California,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",0,12-6-2015,178.815
West,163.92,CA-2014-121762,2/18/2014,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Seattle,Washington,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,0,14-2-2014,186.8688
West,163.92,CA-2015-142993,10/17/2015,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Seattle,Washington,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",0,10-12-2015,163.92
West,163.96,CA-2016-165918,9/14/2016,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Edmonds,Washington,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,0,9-10-2016,204.1302
West,163.96,US-2014-133130,1/10/2014,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,San Diego,California,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,0,27-9-2014,204.1302
West,163.96,US-2014-147648,1/12/2014,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,San Francisco,California,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,0,26-11-2014,204.1302
West,1632.024,CA-2015-144267,8/23/2015,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,108.8016,21-8-2015,1672.8246
West,1632.024,CA-2016-114727,7/24/2016,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,108.8016,18-7-2016,1672.8246
West,1632.15,CA-2015-165057,9/15/2015,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Redlands,California,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,0,9-11-2015,1681.1145
West,164.448,CA-2015-100216,4/14/2015,First Class,HJ-14875,Heather Jas,Home Office,United States,Mesa,Arizona,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,10.9632,13-4-2015,182.2632
West,164.736,CA-2015-129896,6/20/2015,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",16.4736,15-6-2015,145.1736
West,164.792,US-2017-120147,3/30/2017,Same Day,TB-21400,Tom Boeckenhauer,Consumer,United States,Los Angeles,California,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,32.9584,30-3-2017,183.3311
West,16434.176,CA-2017-149559,12/9/2017,Same Day,KF-16285,Karen Ferguson,Home Office,United States,Long Beach,California,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,410.8544,9-11-2017,16690.96
West,1645.328,CA-2014-105249,11/28/2014,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",61.6998,28-11-2014,1640.4888
West,1645.328,CA-2015-130785,9/9/2015,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",61.6998,9-5-2015,1640.4888
West,165.528,US-2016-139486,5/23/2016,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,11.0352,21-5-2016,153.1134
West,165.6,CA-2014-105249,11/28/2014,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,OFF-LA-10002043,Office Supplies,Labels,Avery 489,0,28-11-2014,185.472
West,165.6,US-2017-153948,6/11/2017,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,OFF-LA-10000414,Office Supplies,Labels,Avery 503,0,11-6-2017,185.472
West,16502.416,US-2017-163300,9/21/2017,Standard Class,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,471.4976,15-9-2017,17386.474
West,166.24,CA-2015-131534,2/4/2015,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,0,28-3-2015,191.176
West,166.4,CA-2016-137393,10/5/2016,Standard Class,GM-14500,Gene McClure,Consumer,United States,Bakersfield,California,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",0,5-6-2016,180.544
West,166.4,CA-2017-134915,12/11/2017,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,8.32,11-12-2017,179.4
West,166.84,CA-2016-165330,11/12/2016,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,0,12-11-2016,191.0318
West,1663.872,CA-2015-126725,11/21/2015,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,TEC-PH-10003174,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,83.1936,17-11-2015,1715.868
West,167,CA-2015-110289,2/11/2015,Standard Class,NB-18655,Nona Balk,Corporate,United States,San Francisco,California,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,0,29-10-2015,183.032
West,167,CA-2015-131534,2/4/2015,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,0,28-3-2015,183.032
West,167,CA-2016-123526,12/25/2016,First Class,BV-11245,Benjamin Venier,Corporate,United States,Seattle,Washington,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,0,24-12-2016,183.032
West,167.04,CA-2014-110527,8/16/2014,Standard Class,ED-13885,Emily Ducich,Home Office,United States,San Diego,California,OFF-LA-10000262,Office Supplies,Labels,Avery 494,0,8-9-2014,176.6448
West,167.68,CA-2014-111059,6/2/2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,16.768,2-3-2014,194.928
West,167.968,CA-2014-156349,5/30/2014,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,16.7968,26-5-2014,199.462
West,167.968,US-2014-134733,9/28/2014,Standard Class,BM-11650,Brian Moss,Corporate,United States,San Diego,California,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,16.7968,23-9-2014,199.462
West,1676.736,CA-2014-113768,5/19/2014,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Los Angeles,California,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",55.8912,13-5-2014,1697.6952
West,1683.136,CA-2017-161956,8/29/2017,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,168.3136,27-8-2017,1977.6848
West,1687.8,CA-2017-121027,8/22/2017,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Seattle,Washington,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,0,18-8-2017,2059.116
West,1688.32,CA-2017-121853,9/29/2017,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Los Angeles,California,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,0,23-9-2017,1785.3984
West,169,CA-2016-161676,7/23/2016,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Glendale,Arizona,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",6.76,18-7-2016,173.225
West,169.2,US-2014-163146,5/20/2014,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,San Francisco,California,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,0,16-5-2014,172.584
West,169.5,US-2016-153129,12/30/2016,Standard Class,FP-14320,Frank Preis,Consumer,United States,Seattle,Washington,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,0,26-12-2016,185.094
West,169.56,CA-2016-136686,12/16/2016,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Pasadena,California,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,0,12-12-2016,185.3856
West,169.568,CA-2016-134544,3/19/2016,Second Class,AC-10660,Anna Chung,Consumer,United States,San Francisco,California,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,16.9568,17-3-2016,149.4318
West,169.568,CA-2017-101308,7/10/2017,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Seattle,Washington,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,16.9568,10-2-2017,149.4318
West,169.568,US-2016-156986,3/24/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,16.9568,20-3-2016,149.4318
West,1691.58,US-2017-123862,9/1/2017,Second Class,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,0,1-7-2017,1736.1762
West,1692.585,US-2016-127334,12/21/2016,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,Springfield,Oregon,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,282.0975,15-12-2016,1387.9197
West,1694.72,CA-2017-155985,3/25/2017,First Class,BE-11335,Bill Eplett,Home Office,United States,San Francisco,California,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,0,23-3-2017,1770.9824
West,1699.8,CA-2015-144519,11/17/2015,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Helena,Montana,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,67.992,13-11-2015,1742.295
West,1699.8,CA-2016-165995,6/9/2016,Standard Class,BG-11740,Bruce Geld,Consumer,United States,Los Angeles,California,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,67.992,30-8-2016,1742.295
West,17.01,CA-2014-159849,9/19/2014,Same Day,JK-15640,Jim Kriz,Home Office,United States,San Francisco,California,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,0,19-9-2014,17.1234
West,17.088,CA-2017-108539,3/23/2017,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,1.7088,21-3-2017,19.9716
West,17.12,CA-2014-126480,9/24/2014,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,San Diego,California,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,0,20-9-2014,20.972
West,17.12,CA-2014-143336,1/9/2014,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,OFF-AR-10003056,Office Supplies,Art,Newell 341,0,27-8-2014,19.6024
West,17.12,CA-2016-101672,7/10/2016,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Lake Forest,California,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,0,10-3-2016,20.972
West,17.12,CA-2016-131289,12/14/2016,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,OFF-AR-10003056,Office Supplies,Art,Newell 341,0,12-8-2016,19.6024
West,17.12,CA-2017-116715,5/12/2017,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,0,12-2-2017,20.972
West,17.12,CA-2017-166093,8/24/2017,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,0,17-8-2017,20.972
West,17.216,CA-2014-140032,9/13/2014,Standard Class,TS-21340,Toby Swindell,Consumer,United States,San Francisco,California,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",1.7216,9-8-2014,20.2288
West,17.408,CA-2014-141726,7/22/2014,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,1.7408,20-7-2014,20.5632
West,17.64,CA-2017-118136,9/17/2017,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",0,16-9-2017,21.6972
West,17.82,CA-2016-148852,5/31/2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",0,26-5-2016,17.82
