Sub-Category,Total_Sales,Order ID,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Product Name,Total_Discount,Dates,Total_profit
Phones,1763.608,CA-2014-162089,1/4/2014,First Class,MP-17470,Mark Packer,Home Office,United States,Brownsville,Texas,Central,TEC-PH-10001819,Technology,Innergie mMini Combo Duo USB Travel Charging Kit,50.3888,30-3-2014,1851.7884
Phones,1763.91,CA-2014-114790,3/13/2014,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,South,TEC-PH-10000984,Technology,Panasonic KX-TG9471B,0,3-11-2014,1928.5416
Phones,1763.91,CA-2015-102491,8/28/2015,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Florence,Kentucky,South,TEC-PH-10001619,Technology,LG G3,0,24-8-2015,1934.4213
Phones,1763.91,CA-2015-146255,10/3/2015,First Class,EM-14140,Eugene Moren,Home Office,United States,Newark,Delaware,East,TEC-PH-10001619,Technology,LG G3,0,3-7-2015,1934.4213
Phones,1763.91,CA-2017-149048,5/17/2017,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,Central,TEC-PH-10002310,Technology,Plantronics Calisto P620-M USB Wireless Speakerphone System,0,13-5-2017,1922.6619
Phones,1766.016,CA-2017-122700,11/30/2017,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Columbus,Ohio,East,TEC-PH-10003092,Technology,Motorola L804,88.3008,26-11-2017,1725.5448
Phones,1779.072,CA-2017-108329,12/14/2017,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Whittier,California,West,TEC-PH-10001918,Technology,Nortel Business Series Terminal T7208 Digital phone,88.9536,12-9-2017,1823.5488
Phones,17819.352,CA-2016-133725,5/28/2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10004165,Technology,Mitel MiVoice 5330e IP Phone,395.9856,23-5-2016,17967.8466
Phones,179.8,US-2017-132675,9/28/2017,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Sandy Springs,Georgia,South,TEC-PH-10003171,Technology,Plantronics Encore H101 Dual Earpieces Headset,0,24-9-2017,204.972
Phones,179.91,CA-2015-102582,9/19/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Mobile,Alabama,South,TEC-PH-10003187,Technology,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,0,15-9-2015,179.91
Phones,179.91,CA-2016-145982,1/9/2016,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,East,TEC-PH-10000011,Technology,PureGear Roll-On Screen Protector,0,27-8-2016,208.6956
Phones,179.96,CA-2015-115798,11/19/2015,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,East,TEC-PH-10001819,Technology,Innergie mMini Combo Duo USB Travel Charging Kit,0,13-11-2015,223.1504
Phones,179.96,CA-2017-141439,1/12/2017,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,Central,TEC-PH-10001819,Technology,Innergie mMini Combo Duo USB Travel Charging Kit,0,26-11-2017,223.1504
Phones,179.976,CA-2017-131366,11/29/2017,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,East,TEC-PH-10003437,Technology,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,35.9952,24-11-2017,164.978
Phones,1791,CA-2016-131835,7/21/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,East,TEC-PH-10001760,Technology,Bose SoundLink Bluetooth Speaker,0,17-7-2016,2071.59
Phones,17919.488,CA-2017-119284,6/20/2017,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,South,TEC-PH-10000560,Technology,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),447.9872,15-6-2017,18143.4816
Phones,1799.85,CA-2017-149888,11/13/2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003811,Technology,Jabra Supreme Plus Driver Edition Headset,143.988,11-7-2017,1727.856
Phones,180.96,CA-2016-150077,10/2/2016,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Rockville,Maryland,East,TEC-PH-10002890,Technology,AT&T 17929 Lendline Telephone,0,2-4-2016,204.4848
Phones,180.96,CA-2017-114055,12/29/2017,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,South,TEC-PH-10002890,Technology,AT&T 17929 Lendline Telephone,0,25-12-2017,204.4848
Phones,18031.608,US-2016-116729,12/28/2016,First Class,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,West,TEC-PH-10002200,Technology,Samsung Galaxy Note 2,515.1888,25-12-2016,18289.2024
Phones,1823.968,CA-2014-126760,2/8/2014,Standard Class,KM-16720,Kunst Miller,Consumer,United States,North Las Vegas,Nevada,West,TEC-PH-10001363,Technology,Apple iPhone 5S,182.3968,26-7-2014,1937.966
Phones,1853.91,CA-2014-117639,5/25/2014,Standard Class,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,South,TEC-PH-10001530,Technology,Plantronics Voyager Pro Legend,0,21-5-2014,2026.9416
Phones,1853.91,CA-2014-130624,6/24/2014,First Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,East,TEC-PH-10003963,Technology,GE 2-Jack Phone Line Splitter,0,21-6-2014,2014.5822
Phones,1856,CA-2017-107517,9/2/2017,Standard Class,FC-14335,Fred Chung,Corporate,United States,Torrance,California,West,TEC-PH-10003505,Technology,Geemarc AmpliPOWER60,74.24,2-5-2017,1897.76
Phones,1868.16,CA-2015-109708,5/28/2015,Second Class,CY-12745,Craig Yedwab,Corporate,United States,Columbia,Tennessee,South,TEC-PH-10001944,Technology,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,93.408,25-5-2015,1926.54
Phones,188.946,CA-2015-146262,9/1/2015,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,East,TEC-PH-10002844,Technology,Speck Products Candyshell Flip Case,25.1928,1-2-2015,174.2502
Phones,1881.216,CA-2016-133669,10/27/2016,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Columbus,Ohio,East,TEC-PH-10001305,Technology,Panasonic KX TS208W Corded phone,94.0608,21-10-2016,1834.1856
Phones,19.176,CA-2014-133809,11/23/2014,Second Class,MS-17530,MaryBeth Skach,Consumer,United States,Fairfield,Ohio,East,TEC-PH-10004875,Technology,PNY Rapid USB Car Charger - Black,3.8352,18-11-2014,17.0986
Phones,191.968,CA-2017-135034,3/8/2017,First Class,AT-10735,Annie Thurman,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10003931,Technology,JBL Micro Wireless Portable Bluetooth Speaker,19.1968,8-1-2017,197.967
Phones,1919.8,CA-2014-162278,10/30/2014,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,West,TEC-PH-10000526,Technology,Vtech CS6719,76.792,26-10-2014,1958.196
Phones,1919.8,CA-2017-134096,9/29/2017,Standard Class,PP-18955,Paul Prost,Home Office,United States,Hollywood,Florida,South,TEC-PH-10000526,Technology,Vtech CS6719,76.792,24-9-2017,1958.196
Phones,1919.84,CA-2014-122749,9/12/2014,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Oklahoma City,Oklahoma,Central,TEC-PH-10003811,Technology,Jabra Supreme Plus Driver Edition Headset,0,12-3-2014,2054.2288
Phones,19196.8,CA-2017-127180,10/24/2017,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,East,TEC-PH-10001494,Technology,Polycom CX600 IP Phone VoIP phone,0,22-10-2017,19844.692
Phones,1929.312,CA-2014-100867,10/24/2014,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Lakewood,California,West,TEC-PH-10004922,Technology,RCA Visys Integrated PBX 8-Line Router,64.3104,19-10-2014,1949.409
Phones,1940.992,CA-2017-152310,8/19/2017,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Seattle,Washington,West,TEC-PH-10002538,Technology,Grandstream GXP1160 VoIP phone,48.5248,8-12-2017,1968.2872
Phones,195.936,US-2015-163433,4/22/2015,Second Class,MP-17965,Michael Paige,Corporate,United States,Mcallen,Texas,Central,TEC-PH-10001870,Technology,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,19.5936,18-4-2015,202.059
Phones,195.96,US-2016-157728,9/28/2016,Standard Class,RC-19960,Ryan Crowe,Consumer,United States,Grand Rapids,Michigan,Central,TEC-PH-10001305,Technology,Panasonic KX TS208W Corded phone,0,22-9-2016,223.3944
Phones,1971.072,CA-2017-114258,10/11/2017,Second Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Dallas,Texas,Central,TEC-PH-10003012,Technology,Nortel Meridian M3904 Professional Digital phone,98.5536,11-5-2017,2026.5084
Phones,1977.504,US-2016-100720,7/21/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003963,Technology,GE 2-Jack Phone Line Splitter,197.7504,16-7-2016,1862.1496
Phones,1979.91,CA-2014-166051,5/6/2014,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Jackson,Mississippi,South,TEC-PH-10002680,Technology,Samsung Galaxy Note 3,0,31-5-2014,2177.901
Phones,1979.928,CA-2017-103380,11/25/2017,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,West,TEC-PH-10004165,Technology,Mitel MiVoice 5330e IP Phone,131.9952,21-11-2017,2029.4262
Phones,1979.928,US-2017-101539,3/18/2017,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,West,TEC-PH-10004165,Technology,Mitel MiVoice 5330e IP Phone,131.9952,16-3-2017,2029.4262
Phones,198,US-2016-127425,8/31/2016,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,East,TEC-PH-10003442,Technology,Samsung Replacement EH64AVFWE Premium Headset,0,26-8-2016,206.25
Phones,199.8,CA-2017-161459,11/29/2017,Second Class,EB-13750,Edward Becker,Corporate,United States,Laguna Niguel,California,West,TEC-PH-10004071,Technology,PayAnywhere Card Reader,7.992,25-11-2017,203.2965
Phones,199.8,US-2016-115819,4/24/2016,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,West,TEC-PH-10004700,Technology,PowerGen Dual USB Car Charger,7.992,19-4-2016,212.787
Phones,199.96,CA-2017-102925,10/11/2017,Second Class,CD-12280,Christina DeMoss,Consumer,United States,New York City,New York,East,TEC-PH-10001448,Technology,Anker Astro 15000mAh USB Portable Charger,0,11-5-2017,203.9592
Phones,1996.672,CA-2017-159667,11/13/2017,Standard Class,PM-19135,Peter McVee,Home Office,United States,Jacksonville,Florida,South,TEC-PH-10004094,Technology,Motorola L703CM,99.8336,11-9-2017,2027.87
Phones,1999.8,CA-2014-126361,9/8/2014,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,TEC-PH-10002310,Technology,Panasonic KX T7731-B Digital phone,79.992,8-4-2014,2034.7965
Phones,2.97,CA-2017-127705,6/6/2017,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,East,TEC-PH-10000347,Technology,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,1.188,6-2-2017,2.3265
Phones,2003.168,CA-2016-140249,3/10/2016,Standard Class,SW-20455,Shaun Weien,Consumer,United States,Seattle,Washington,West,TEC-PH-10002584,Technology,Samsung Galaxy S4,200.3168,27-9-2016,2128.366
Phones,2003.168,CA-2017-163006,4/7/2017,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,Central,TEC-PH-10002584,Technology,Samsung Galaxy S4,200.3168,30-6-2017,2128.366
Phones,201.528,CA-2016-134110,11/18/2016,First Class,BG-11035,Barry Gonzalez,Consumer,United States,The Colony,Texas,Central,TEC-PH-10002350,Technology,Apple EarPods with Remote and Mic,13.4352,17-11-2016,208.2456
Phones,2015.84,CA-2014-158274,11/24/2014,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,South,TEC-PH-10003273,Technology,AT&T TR1909W,0,19-11-2014,2146.8696
Phones,2015.84,CA-2015-113145,5/11/2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,East,TEC-PH-10002597,Technology,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,0,11-1-2015,2141.83
Phones,2015.84,US-2017-135986,6/27/2017,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Richmond,Virginia,South,TEC-PH-10003691,Technology,BlackBerry Q10,0,20-6-2017,2141.83
Phones,2019.55,US-2014-155502,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,TEC-PH-10004833,Technology,Macally Suction Cup Mount,0,26-1-2014,2019.55
Phones,203.976,CA-2015-147830,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,East,TEC-PH-10004908,Technology,Panasonic KX TS3282W Corded phone,40.7952,15-12-2015,186.978
Phones,2032.74,CA-2017-100524,2/4/2017,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,East,TEC-PH-10002549,Technology,Polycom SoundPoint IP 450 VoIP phone,0,31-3-2017,2208.9108
Phones,2035.072,CA-2017-117114,5/11/2017,Standard Class,CY-12745,Craig Yedwab,Corporate,United States,Chicago,Illinois,Central,TEC-PH-10004042,Technology,ClearOne Communications CHAT 70 OC Speaker Phone,101.7536,31-10-2017,2073.2296
Phones,204.714,US-2016-155173,10/3/2016,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002538,Technology,Grandstream GXP1160 VoIP phone,27.2952,3-6-2016,192.2037
Phones,2047.488,CA-2014-110184,7/16/2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,West,TEC-PH-10000439,Technology,GE DSL Phone Line Filter,51.1872,7-12-2014,2076.2808
Phones,20579.51,US-2017-105935,1/31/2017,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,Columbus,Georgia,South,TEC-PH-10001459,Technology,Samsung Galaxy Mega 6.3,0,26-1-2017,21343.8918
Phones,2079.168,US-2015-126753,8/20/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003580,Technology,Cisco IP Phone 7961G-GE VoIP phone,207.9168,16-8-2015,1966.5464
Phones,2079.456,CA-2016-155978,1/8/2016,Same Day,TS-21205,Thomas Seio,Corporate,United States,Riverside,California,West,TEC-PH-10002885,Technology,Apple iPhone 5,207.9456,8-1-2016,2170.4322
Phones,209.96,CA-2015-156335,9/28/2015,Second Class,PO-19195,Phillina Ober,Home Office,United States,Bayonne,New Jersey,East,TEC-PH-10002726,Technology,netTALK DUO VoIP Telephone Service,0,25-9-2015,262.45
Phones,2095,US-2015-115238,4/5/2015,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lawrence,Massachusetts,East,TEC-PH-10001300,Technology,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",0,30-4-2015,2153.66
Phones,21.99,CA-2015-111164,4/15/2015,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,New York City,New York,East,TEC-PH-10004531,Technology,OtterBox Commuter Series Case - iPhone 5 & 5s,0,4-11-2015,32.5452
Phones,211.168,CA-2014-110555,4/18/2014,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,West,TEC-PH-10000586,Technology,AT&T SB67148 SynJ,21.1168,4-11-2014,220.4066
Phones,211.168,CA-2015-123092,7/12/2015,Standard Class,JG-15115,Jack Garza,Consumer,United States,Jacksonville,North Carolina,South,TEC-PH-10001700,Technology,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,21.1168,12-3-2015,220.4066
Phones,211.168,CA-2015-156146,10/30/2015,Second Class,AG-10495,Andrew Gjertsen,Corporate,United States,Peoria,Arizona,West,TEC-PH-10001700,Technology,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,21.1168,26-10-2015,220.4066
Phones,211.168,CA-2016-159730,9/21/2016,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,West,TEC-PH-10002085,Technology,Clarity 53712,21.1168,17-9-2016,219.0868
Phones,211.168,CA-2017-145233,5/12/2017,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,TEC-PH-10000586,Technology,AT&T SB67148 SynJ,21.1168,12-1-2017,220.4066
Phones,211.96,CA-2015-104129,2/3/2015,Standard Class,ES-14080,Erin Smith,Corporate,United States,Providence,Rhode Island,East,TEC-PH-10003800,Technology,i.Sound Portable Power - 8000 mAh,0,27-2-2015,213.0198
Phones,2123.64,CA-2017-156776,11/8/2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,West,TEC-PH-10002415,Technology,Polycom VoiceStation 500 Conference phone,141.576,8-7-2017,2167.8825
Phones,215.928,CA-2016-103107,4/7/2016,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,West,TEC-PH-10002564,Technology,OtterBox Defender Series Case - Samsung Galaxy S4,14.3952,7-4-2016,224.925
Phones,215.928,CA-2016-166163,8/20/2016,Second Class,CY-12745,Craig Yedwab,Corporate,United States,Oakland,California,West,TEC-PH-10004896,Technology,Nokia Lumia 521 (T-Mobile),14.3952,15-8-2016,223.1256
Phones,215.928,CA-2017-119424,6/14/2017,Second Class,SB-20185,Sarah Brown,Consumer,United States,Kent,Washington,West,TEC-PH-10002564,Technology,OtterBox Defender Series Case - Samsung Galaxy S4,14.3952,6-12-2017,224.925
Phones,215.928,CA-2017-166093,8/24/2017,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,West,TEC-PH-10002564,Technology,OtterBox Defender Series Case - Samsung Galaxy S4,14.3952,17-8-2017,224.925
Phones,215.928,US-2017-148768,2/12/2017,Second Class,PN-18775,Parhena Norris,Home Office,United States,Miami,Florida,South,TEC-PH-10002564,Technology,OtterBox Defender Series Case - Samsung Galaxy S4,14.3952,30-11-2017,224.925
Phones,217.472,US-2017-112613,1/6/2017,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Houston,Texas,Central,TEC-PH-10001536,Technology,Spigen Samsung Galaxy S5 Case Wallet,10.8736,28-5-2017,221.5496
Phones,217.568,CA-2016-136231,7/9/2016,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,South,TEC-PH-10002660,Technology,Nortel Networks T7316 E Nt8 B27,21.7568,9-5-2016,224.367
Phones,217.568,US-2016-137295,1/13/2016,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,South,TEC-PH-10004080,Technology,Avaya 5410 Digital phone,21.7568,1-8-2016,228.4464
Phones,21778.79,CA-2017-123372,2/12/2017,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,East,TEC-PH-10002834,Technology,Google Nexus 5,0,28-11-2017,22273.7625
Phones,218,CA-2014-159709,5/15/2014,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,West,TEC-PH-10003988,Technology,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",8.72,5-10-2014,222.36
Phones,218,US-2016-148901,5/19/2016,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,TEC-PH-10003988,Technology,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",8.72,14-5-2016,222.36
Phones,22.24,CA-2014-120411,9/23/2014,First Class,SB-20185,Sarah Brown,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10002185,Technology,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,2.224,20-9-2014,25.715
Phones,22.24,US-2017-152569,5/20/2017,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10002185,Technology,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,2.224,15-5-2017,25.715
Phones,2229.8,CA-2014-131450,8/15/2014,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,West,TEC-PH-10002398,Technology,AT&T 1070 Corded Phone,89.192,8-8-2014,2285.545
Phones,2229.8,US-2016-143280,2/26/2016,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,West,TEC-PH-10002398,Technology,AT&T 1070 Corded Phone,89.192,22-2-2016,2285.545
Phones,223.968,CA-2015-120103,12/29/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,West,TEC-PH-10002170,Technology,ClearSounds CSC500 Amplified Spirit Phone Corded phone,22.3968,24-12-2015,235.1664
Phones,223.968,CA-2017-127306,1/18/2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,South,TEC-PH-10001924,Technology,iHome FM Clock Radio with Lightning Dock,22.3968,14-1-2017,230.967
Phones,22462.56,CA-2015-125976,2/10/2015,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,Arlington,Virginia,South,TEC-PH-10002496,Technology,Cisco SPA301,0,27-9-2015,23024.124
Phones,23.648,CA-2015-155068,10/23/2015,Same Day,RA-19285,Ralph Arnett,Consumer,United States,Lakeland,Florida,South,TEC-PH-10004924,Technology,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",2.3648,23-10-2015,24.6826
Phones,230.272,CA-2017-133207,3/12/2017,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Los Angeles,California,West,TEC-PH-10004100,Technology,Griffin GC17055 Auxiliary Audio Cable,11.5136,27-11-2017,236.0288
Phones,2303.872,CA-2014-123225,7/14/2014,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,Central,TEC-PH-10000895,Technology,Polycom VVX 310 VoIP phone,115.1936,7-11-2014,2347.0696
Phones,2320,CA-2014-103429,1/6/2014,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,East,TEC-PH-10003505,Technology,Geemarc AmpliPOWER60,0,30-5-2014,2454.56
Phones,233.96,CA-2017-100230,12/15/2017,Standard Class,AA-10375,Allen Armold,Consumer,United States,New York City,New York,East,TEC-PH-10004522,Technology,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,0,12-11-2017,263.205
Phones,2349.75,CA-2015-107678,4/28/2015,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,South,TEC-PH-10002103,Technology,Jabra SPEAK 410,0,21-4-2015,2481.336
Phones,2375.64,CA-2017-124205,9/19/2017,Standard Class,TC-21145,Theresa Coyne,Corporate,United States,Lakewood,New Jersey,East,TEC-PH-10002115,Technology,Plantronics 81402,0,15-9-2017,2478.5844
Phones,238.04,CA-2017-144848,5/4/2017,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,East,TEC-PH-10002262,Technology,LG Electronics Tone+ HBS-730 Bluetooth Headset,0,4-4-2017,271.3656
Phones,2399.75,CA-2016-112123,8/3/2016,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,East,TEC-PH-10001557,Technology,Pyle PMP37LED,0,3-3-2016,2529.3365
Phones,2419.072,CA-2017-157273,2/2/2017,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Seattle,Washington,West,TEC-PH-10002275,Technology,Mitel 5320 IP Phone VoIP phone,120.9536,30-1-2017,2479.5488
Phones,24499.51,CA-2014-163223,3/25/2014,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Virginia,South,TEC-PH-10000730,Technology,Samsung Galaxy S4 Active,0,21-3-2014,25409.4918
Phones,2455.128,US-2014-138247,12/29/2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,West,TEC-PH-10001530,Technology,Cisco Unified IP Phone 7945G VoIP phone,163.6752,24-12-2014,2506.2765
Phones,2474.91,CA-2015-110765,10/20/2015,Second Class,MP-17965,Michael Paige,Corporate,United States,New York City,New York,East,TEC-PH-10004165,Technology,Mitel MiVoice 5330e IP Phone,0,16-10-2015,2689.4022
Phones,248.346,CA-2014-154963,6/27/2014,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,East,TEC-PH-10004093,Technology,Panasonic Kx-TS550,33.1128,22-6-2014,233.1693
Phones,2508.672,CA-2014-136399,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,West,TEC-PH-10004977,Technology,GE 30524EE4,125.4336,16-12-2014,2579.2284
Phones,2508.672,CA-2017-144498,6/5/2017,Same Day,MB-18085,Mick Brown,Consumer,United States,Charlotte,North Carolina,South,TEC-PH-10004977,Technology,GE 30524EE4,125.4336,5-6-2017,2579.2284
Phones,251.91,CA-2015-145184,11/29/2015,First Class,JD-16150,Justin Deggeller,Corporate,United States,Newark,Delaware,East,TEC-PH-10002350,Technology,Apple EarPods with Remote and Mic,0,27-11-2015,275.4216
Phones,2519.8,CA-2015-129917,3/10/2015,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,West,TEC-PH-10000369,Technology,HTC One Mini,100.792,10-2-2015,2570.196
Phones,2519.8,CA-2017-140872,10/6/2017,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,TEC-PH-10000441,Technology,VTech DS6151,100.792,6-3-2017,2570.196
Phones,2527.84,CA-2015-141040,10/13/2015,Second Class,TB-21250,Tim Brockman,Consumer,United States,New York City,New York,East,TEC-PH-10001835,Technology,Jawbone JAMBOX Wireless Bluetooth Speaker,0,10-9-2015,2831.1808
Phones,2527.84,CA-2016-100510,5/17/2016,Standard Class,HM-14860,Harry Marie,Corporate,United States,New York City,New York,East,TEC-PH-10001835,Technology,Jawbone JAMBOX Wireless Bluetooth Speaker,0,5-12-2016,2831.1808
Phones,2543.84,CA-2016-133550,6/8/2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,Central,TEC-PH-10004042,Technology,ClearOne Communications CHAT 70 OC Speaker Phone,0,31-7-2016,2709.1896
Phones,2577.6,CA-2016-108056,3/10/2016,Standard Class,ES-14080,Erin Smith,Corporate,United States,Springfield,Oregon,West,TEC-PH-10001817,Technology,Wilson Electronics DB Pro Signal Booster,171.84,29-9-2016,2652.78
Phones,2577.6,CA-2017-122364,9/29/2017,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Los Angeles,California,West,TEC-PH-10001817,Technology,Wilson Electronics DB Pro Signal Booster,171.84,24-9-2017,2652.78
Phones,2586.808,CA-2017-152933,10/16/2017,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Dallas,Texas,Central,TEC-PH-10002085,Technology,Clarity 53712,73.9088,10-12-2017,2614.5238
Phones,2586.808,US-2017-163300,9/21/2017,Standard Class,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,West,TEC-PH-10001700,Technology,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,73.9088,15-9-2017,2619.1431
Phones,259.96,CA-2014-127187,8/12/2014,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,New York City,New York,East,TEC-PH-10000673,Technology,Plantronics Voyager Pro HD - Bluetooth Headset,0,12-4-2014,322.3504
Phones,259.96,CA-2016-115476,3/17/2016,Same Day,VM-21835,Vivian Mathis,Consumer,United States,Newark,Delaware,East,TEC-PH-10000673,Technology,Plantronics Voyager Pro HD - Bluetooth Headset,0,17-3-2016,322.3504
