Category,Total_Sales,Order ID,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Sub-Category,Product Name,Total_Discount,Dates,Total_profit
Office Supplies,11.104,CA-2017-133102,8/24/2017,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,Central,OFF-SU-10000432,Supplies,Acco Side-Punched Conventional Columnar Pads,1.1104,17-8-2017,10.063
Office Supplies,11.12,CA-2014-113271,7/14/2014,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,West,OFF-AR-10003251,Art,Prang Drawing Pencil Set,0,7-9-2014,13.344
Office Supplies,11.12,CA-2015-150749,3/4/2015,Second Class,AS-10240,Alan Shonely,Consumer,United States,Springfield,Virginia,South,OFF-AR-10003732,Art,Newell 333,0,29-3-2015,12.5656
Office Supplies,11.12,CA-2015-155306,4/21/2015,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,West,OFF-AR-10003251,Art,Prang Drawing Pencil Set,0,17-4-2015,13.344
Office Supplies,11.12,CA-2016-152730,4/6/2016,Standard Class,EM-14140,Eugene Moren,Home Office,United States,Superior,Wisconsin,Central,OFF-AR-10003732,Art,Newell 333,0,30-5-2016,12.5656
Office Supplies,11.12,CA-2017-103380,11/25/2017,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,West,OFF-AR-10003856,Art,Newell 344,0,21-11-2017,12.5656
Office Supplies,11.12,CA-2017-126067,3/9/2017,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,West,OFF-AR-10003856,Art,Newell 344,0,28-8-2017,12.5656
Office Supplies,11.12,CA-2017-144904,1/10/2017,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,East,OFF-AR-10003732,Art,Newell 333,0,25-9-2017,12.5656
Office Supplies,11.12,CA-2017-161067,6/9/2017,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,East,OFF-AR-10003251,Art,Prang Drawing Pencil Set,0,9-3-2017,13.344
Office Supplies,11.12,CA-2017-169005,6/11/2017,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Springfield,Virginia,South,OFF-AR-10000246,Art,Newell 318,0,11-2-2017,12.5656
Office Supplies,11.168,CA-2015-169397,12/27/2015,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,East,OFF-FA-10000585,Fasteners,OIC Bulk Pack Metal Binder Clips,1.1168,24-12-2015,12.9828
Office Supplies,11.176,CA-2017-111220,8/9/2017,Standard Class,JS-15595,Jill Stevenson,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10003278,Appliances,Belkin 7-Outlet SurgeMaster Home Series,4.4704,9-2-2017,'-3.9116
Office Supplies,11.176,CA-2017-168403,9/15/2017,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Portland,Oregon,West,OFF-AP-10003278,Appliances,Belkin 7-Outlet SurgeMaster Home Series,2.2352,9-9-2017,12.0142
Office Supplies,11.184,CA-2017-141992,6/25/2017,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Dallas,Texas,Central,OFF-SU-10002557,Supplies,Fiskars Spring-Action Scissors,2.2368,19-6-2017,12.0228
Office Supplies,11.21,CA-2016-137050,7/18/2016,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,East,OFF-ST-10004634,Storage,"Personal Folder Holder, Ebony",0,14-7-2016,14.573
Office Supplies,11.21,CA-2016-153269,12/3/2016,First Class,PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,East,OFF-ST-10004634,Storage,"Personal Folder Holder, Ebony",0,3-9-2016,14.573
Office Supplies,11.21,CA-2017-133620,11/18/2017,Standard Class,EM-14065,Erin Mull,Consumer,United States,New York City,New York,East,OFF-ST-10004634,Storage,"Personal Folder Holder, Ebony",0,13-11-2017,14.573
Office Supplies,11.286,US-2015-126753,8/20/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003727,Binders,Avery Durable Slant Ring Binders With Label Holder,2.6334,16-8-2015,8.5272
Office Supplies,11.286,US-2016-139262,2/25/2016,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida,South,OFF-BI-10003727,Binders,Avery Durable Slant Ring Binders With Label Holder,2.6334,21-2-2016,8.5272
Office Supplies,11.34,CA-2016-128258,1/4/2016,First Class,CP-12085,Cathy Prescott,Corporate,United States,Norwich,Connecticut,East,OFF-PA-10004156,Paper,Xerox 188,0,30-3-2016,16.8966
Office Supplies,11.34,CA-2017-113278,1/20/2017,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,Richmond,Indiana,Central,OFF-PA-10004156,Paper,Xerox 188,0,14-1-2017,16.8966
Office Supplies,11.36,CA-2014-162684,6/8/2014,Standard Class,AS-10630,Ann Steele,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-FA-10000992,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",1.136,8-1-2014,13.277
Office Supplies,11.36,CA-2015-156482,2/13/2015,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Wilmington,Delaware,East,OFF-AR-10001022,Art,SANFORD Liquid Accent Tank-Style Highlighters,0,2-6-2015,13.1208
Office Supplies,11.36,CA-2017-100013,11/11/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,West,OFF-AR-10001022,Art,SANFORD Liquid Accent Tank-Style Highlighters,0,11-6-2017,13.1208
Office Supplies,11.394,CA-2016-125920,5/28/2016,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10003429,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.0384,21-5-2016,5.5071
Office Supplies,11.416,CA-2016-131639,12/23/2016,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Carlsbad,New Mexico,West,OFF-BI-10000948,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",2.2832,17-12-2016,15.2689
Office Supplies,11.424,CA-2017-102925,10/11/2017,Second Class,CD-12280,Christina DeMoss,Consumer,United States,New York City,New York,East,OFF-BI-10002706,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,2.2848,11-5-2017,15.1368
Office Supplies,11.456,CA-2017-103478,7/24/2017,Second Class,KL-16555,Kelly Lampkin,Corporate,United States,Aurora,Illinois,Central,OFF-BI-10001890,Binders,Avery Poly Binder Pockets,2.2912,21-7-2017,6.8736
Office Supplies,11.456,US-2016-102239,6/5/2016,First Class,LW-16990,Lindsay Williams,Corporate,United States,Henderson,Nevada,West,OFF-BI-10001890,Binders,Avery Poly Binder Pockets,1.1456,5-5-2016,13.4608
Office Supplies,11.484,CA-2014-126193,9/14/2014,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Oswego,Illinois,Central,OFF-BI-10001249,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,3.0624,9-7-2014,4.9764
Office Supplies,11.52,CA-2014-119529,5/11/2014,Second Class,DM-13345,Denise Monton,Corporate,United States,Orange,New Jersey,East,OFF-BI-10000546,Binders,Avery Durable Binders,0,11-3-2014,14.3424
Office Supplies,11.52,CA-2015-127502,12/14/2015,Standard Class,MT-17815,Meg Tillman,Consumer,United States,San Francisco,California,West,OFF-LA-10001613,Labels,Avery File Folder Labels,0,12-10-2015,14.3424
Office Supplies,11.52,CA-2015-139290,10/30/2015,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Rancho Cucamonga,California,West,OFF-LA-10004008,Labels,Avery 507,0,26-10-2015,14.1696
Office Supplies,11.52,CA-2015-159590,7/21/2015,First Class,KC-16255,Karen Carlisle,Corporate,United States,New York City,New York,East,OFF-AR-10003190,Art,Newell 32,0,18-7-2015,13.1328
Office Supplies,11.52,CA-2016-129126,12/19/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,East,OFF-LA-10003190,Labels,Avery 474,0,14-12-2016,14.3424
Office Supplies,11.52,CA-2016-140256,8/29/2016,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Los Angeles,California,West,OFF-AR-10002255,Art,Newell 346,0,22-8-2016,13.1904
Office Supplies,11.52,CA-2017-158736,12/24/2017,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,San Francisco,California,West,OFF-AR-10002578,Art,Newell 335,0,18-12-2017,13.1904
Office Supplies,11.52,CA-2017-169264,8/16/2017,Second Class,NP-18700,Nora Preis,Consumer,United States,San Francisco,California,West,OFF-LA-10001613,Labels,Avery File Folder Labels,0,14-8-2017,14.3424
Office Supplies,11.52,US-2015-130491,11/2/2015,First Class,BH-11710,Brosina Hoffman,Consumer,United States,Garden City,Kansas,Central,OFF-AR-10001149,Art,"Sanford Colorific Colored Pencils, 12/Box",0,2-8-2015,13.248
Office Supplies,11.52,US-2016-125402,1/10/2016,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Long Beach,California,West,OFF-AR-10002255,Art,Newell 346,0,25-9-2016,13.1904
Office Supplies,11.52,US-2017-107636,2/5/2017,First Class,NM-18520,Neoma Murray,Consumer,United States,Manchester,Connecticut,East,OFF-LA-10003388,Labels,Avery 5,0,30-4-2017,14.3424
Office Supplies,11.52,US-2017-167920,12/12/2017,Second Class,JL-15835,John Lee,Consumer,United States,Richmond,Kentucky,South,OFF-LA-10004409,Labels,Avery 492,0,12-9-2017,14.1696
Office Supplies,11.536,CA-2015-114468,8/23/2015,Same Day,TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,Central,OFF-AP-10000696,Appliances,Holmes Odor Grabber,4.6144,23-8-2015,'-2.0188
Office Supplies,11.54,CA-2017-147032,4/8/2017,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Wilmington,Delaware,East,OFF-PA-10003256,Paper,Avery Personal Creations Heavyweight Cards,0,31-7-2017,17.0792
Office Supplies,11.56,CA-2017-147942,5/4/2017,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,West,OFF-LA-10003663,Labels,Avery 498,0,4-1-2017,14.2766
Office Supplies,11.56,US-2014-154879,11/5/2014,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,West,OFF-LA-10004425,Labels,Staple-on labels,0,5-6-2014,14.2766
Office Supplies,11.584,CA-2015-144302,6/23/2015,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Dallas,Texas,Central,OFF-BI-10001107,Binders,"GBC White Gloss Covers, Plain Front",4.6336,19-6-2015,2.0272
Office Supplies,11.646,US-2015-141453,3/12/2015,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Austin,Texas,Central,OFF-BI-10000301,Binders,GBC Instant Report Kit,3.1056,30-11-2015,5.823
Office Supplies,11.68,CA-2015-112452,4/4/2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,Central,OFF-FA-10000735,Fasteners,Staples,0,4-4-2015,14.308
Office Supplies,11.68,CA-2015-151841,2/5/2015,Standard Class,TC-21475,Tony Chapman,Home Office,United States,Aurora,Colorado,West,OFF-SU-10001574,Supplies,Acme Value Line Scissors,1.168,27-4-2015,12.41
Office Supplies,11.68,US-2016-100720,7/21/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-SU-10001574,Supplies,Acme Value Line Scissors,1.168,16-7-2016,12.41
Office Supplies,11.744,CA-2016-165330,11/12/2016,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,West,OFF-BI-10002897,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",1.1744,12-11-2016,13.8726
Office Supplies,11.744,US-2016-131912,1/11/2016,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,West,OFF-BI-10004236,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",2.3488,29-10-2016,15.5608
Office Supplies,11.76,CA-2014-107818,9/14/2014,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,West,OFF-AR-10003045,Art,Prang Colored Pencils,0,9-8-2014,14.406
Office Supplies,11.76,CA-2017-112431,10/14/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,West,OFF-AR-10000940,Art,Newell 343,0,10-12-2017,13.3476
Office Supplies,11.76,CA-2017-163405,12/25/2017,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,West,OFF-AR-10001246,Art,Newell 317,0,21-12-2017,13.4652
Office Supplies,11.776,CA-2015-120901,4/1/2016,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Austin,Texas,Central,OFF-SU-10001225,Supplies,Staple remover,1.1776,31-12-2015,10.4512
Office Supplies,11.808,CA-2014-127446,11/30/2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,Central,OFF-LA-10000248,Labels,Avery 52,1.1808,25-11-2014,13.8006
Office Supplies,11.808,CA-2015-100818,5/6/2015,Second Class,JM-15265,Janet Molinari,Corporate,United States,Chicago,Illinois,Central,OFF-LA-10000443,Labels,Avery 501,1.1808,31-5-2015,13.8006
Office Supplies,11.808,CA-2015-111864,6/19/2015,Same Day,PP-18955,Paul Prost,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-LA-10004677,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,1.1808,19-6-2015,13.8006
Office Supplies,11.808,CA-2015-112144,2/7/2015,Standard Class,CY-12745,Craig Yedwab,Corporate,United States,Gilbert,Arizona,West,OFF-LA-10000443,Labels,Avery 501,1.1808,28-6-2015,13.8006
Office Supplies,11.808,CA-2016-117660,4/1/2017,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,East,OFF-LA-10003720,Labels,Avery 487,1.1808,30-12-2016,13.8006
Office Supplies,11.808,CA-2017-152226,5/16/2017,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Cincinnati,Ohio,East,OFF-LA-10000443,Labels,Avery 501,1.1808,5-12-2017,13.8006
Office Supplies,11.84,CA-2016-143441,5/11/2016,Same Day,EB-14170,Evan Bailliet,Consumer,United States,Laredo,Texas,Central,OFF-LA-10002312,Labels,Avery 490,2.368,11-5-2016,16.28
Office Supplies,11.92,CA-2014-127691,7/27/2014,Standard Class,EM-14065,Erin Mull,Consumer,United States,New York City,New York,East,OFF-AR-10002053,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",0,22-7-2014,13.5888
Office Supplies,11.92,CA-2017-161823,8/9/2017,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,San Francisco,California,West,OFF-AR-10002053,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",0,9-3-2017,13.5888
Office Supplies,11.968,CA-2015-145814,11/24/2015,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,East,OFF-BI-10003196,Binders,Accohide Poly Flexible Ring Binders,1.1968,19-11-2015,14.212
Office Supplies,11.968,CA-2015-148873,5/10/2015,Standard Class,EM-13960,Eric Murdock,Consumer,United States,Quincy,Illinois,Central,OFF-BI-10003196,Binders,Accohide Poly Flexible Ring Binders,2.3936,10-1-2015,7.48
Office Supplies,11.968,CA-2016-111976,12/3/2016,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-FA-10004968,Fasteners,Rubber Band Ball,1.1968,3-8-2016,10.6216
Office Supplies,11.968,CA-2017-137463,12/20/2017,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,West,OFF-BI-10003196,Binders,Accohide Poly Flexible Ring Binders,1.1968,16-12-2017,14.212
Office Supplies,110.08,CA-2017-117324,12/13/2017,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,Central,OFF-PA-10002713,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",0,12-8-2017,122.7392
Office Supplies,110.232,CA-2016-114405,12/4/2016,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10001627,Storage,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,7.3488,4-7-2016,113.9064
Office Supplies,110.52,CA-2015-105158,10/9/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Rochester,Minnesota,Central,OFF-PA-10001970,Paper,Xerox 1881,0,9-5-2015,127.8348
Office Supplies,110.52,CA-2015-121776,2/21/2015,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Los Angeles,California,West,OFF-PA-10001970,Paper,Xerox 1881,0,16-2-2015,127.8348
Office Supplies,110.52,US-2014-117135,6/23/2014,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,South,OFF-ST-10002444,Storage,Recycled Eldon Regeneration Jumbo File,0,21-6-2014,120.8352
Office Supplies,110.528,CA-2015-141593,12/16/2015,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,West,OFF-BI-10001153,Binders,Ibico Recycled Grain-Textured Covers,11.0528,14-12-2015,131.252
Office Supplies,110.6,US-2017-133200,11/5/2017,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,Central,OFF-BI-10002827,Binders,Avery Durable Poly Binders,8.848,5-6-2017,91.798
Office Supplies,110.646,US-2015-156867,11/17/2015,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,West,OFF-BI-10002794,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",25.8174,13-11-2015,84.8286
Office Supplies,110.656,CA-2015-133585,4/3/2015,First Class,CM-12715,Craig Molinari,Corporate,United States,Houston,Texas,Central,OFF-AR-10003696,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,11.0656,3-1-2015,116.8804
Office Supplies,110.848,CA-2015-119907,8/12/2015,Standard Class,LC-17140,Logan Currie,Consumer,United States,Seattle,Washington,West,OFF-BI-10001765,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,11.0848,12-1-2015,130.2464
Office Supplies,1100.96,CA-2016-154767,6/30/2016,Second Class,BP-11155,Becky Pak,Consumer,United States,Paterson,New Jersey,East,OFF-AP-10002311,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",0,28-6-2016,1222.0656
Office Supplies,11025.98,CA-2017-105914,8/10/2017,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Los Angeles,California,West,OFF-ST-10003716,Storage,Tennsco Double-Tier Lockers,0,10-2-2017,11230.7482
Office Supplies,1104.192,CA-2016-165330,11/12/2016,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,West,OFF-BI-10004001,Binders,GBC Recycled VeloBinder Covers,24.5376,12-11-2016,1144.0656
Office Supplies,1108.224,CA-2016-113236,5/29/2016,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Delray Beach,Florida,South,OFF-ST-10000532,Storage,Advantus Rolling Drawer Organizers,36.9408,26-5-2016,1122.0768
Office Supplies,1108.576,CA-2016-159695,10/4/2016,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,Central,OFF-ST-10003442,Storage,Eldon Portable Mobile Manager,31.6736,4-5-2016,1122.4332
Office Supplies,1109.6,CA-2014-138681,12/22/2014,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,West,OFF-PA-10000357,Paper,Xerox 1888,44.384,20-12-2014,1187.272
Office Supplies,111,CA-2014-167164,5/15/2014,Second Class,AG-10270,Alejandro Grove,Consumer,United States,West Jordan,Utah,West,OFF-ST-10000107,Storage,Fellowes Super Stor/Drawer,0,13-5-2014,120.99
Office Supplies,111,CA-2015-158792,2/1/2016,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Lawrence,Massachusetts,East,OFF-FA-10002815,Fasteners,Staples,0,26-12-2015,121.434
Office Supplies,111.04,CA-2017-123701,11/27/2017,First Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,West,OFF-AR-10001860,Art,BIC Liqua Brite Liner,0,24-11-2017,121.0336
Office Supplies,111.168,CA-2014-166961,12/31/2014,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Moreno Valley,California,West,OFF-BI-10002353,Binders,GBC VeloBind Cover Sets,7.4112,27-12-2014,125.064
Office Supplies,111.168,US-2016-144057,5/13/2016,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-BI-10002353,Binders,GBC VeloBind Cover Sets,14.8224,5-9-2016,83.376
Office Supplies,111.232,CA-2017-102729,10/31/2017,Standard Class,BF-11215,Benjamin Farhat,Home Office,United States,Dallas,Texas,Central,OFF-ST-10000464,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",11.1232,26-10-2017,116.7936
Office Supplies,111.6,CA-2014-114181,5/14/2014,Second Class,AF-10885,Art Foster,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10000716,Art,DIXON Ticonderoga Erasable Checking Pencils,4.464,5-10-2014,116.901
Office Supplies,111.672,CA-2016-157000,7/22/2016,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,Central,OFF-ST-10001328,Storage,"Personal Filing Tote with Lid, Black/Gray",7.4448,16-7-2016,115.3944
Office Supplies,111.68,CA-2015-130218,3/26/2015,First Class,SG-20470,Sheri Gordon,Consumer,United States,Florence,South Carolina,South,OFF-ST-10002486,Storage,Eldon Shelf Savers Cubes and Bins,0,23-3-2015,112.2384
Office Supplies,111.68,CA-2016-147137,6/7/2016,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,West,OFF-ST-10002486,Storage,Eldon Shelf Savers Cubes and Bins,0,7-4-2016,112.2384
Office Supplies,111.72,CA-2014-110065,11/8/2014,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,New York City,New York,East,OFF-AR-10004165,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",0,8-5-2014,118.7424
Office Supplies,111.744,CA-2014-141838,3/31/2014,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,San Francisco,California,West,OFF-BI-10003291,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.5872,26-3-2014,121.1724
Office Supplies,111.744,CA-2017-131954,1/25/2017,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,West,OFF-BI-10003291,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.5872,21-1-2017,121.1724
Office Supplies,111.872,CA-2017-100314,5/10/2017,Standard Class,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,Central,OFF-EN-10000461,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",5.5936,29-9-2017,121.3112
Office Supplies,111.96,CA-2015-104486,6/5/2015,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,San Francisco,California,West,OFF-ST-10000876,Storage,Eldon Simplefile Box Office,0,5-1-2015,122.4096
Office Supplies,111.96,CA-2017-115931,12/26/2017,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,West,OFF-ST-10000876,Storage,Eldon Simplefile Box Office,0,22-12-2017,122.4096
Office Supplies,111.968,CA-2014-108903,3/10/2014,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,East,OFF-AR-10004010,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,11.1968,10-3-2014,116.1668
Office Supplies,111.968,CA-2017-100622,7/11/2017,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Orlando,Florida,South,OFF-AR-10004010,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,11.1968,11-3-2017,116.1668
Office Supplies,1110.42,CA-2015-101000,4/14/2015,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Norwich,Connecticut,East,OFF-AP-10000179,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,0,4-9-2015,1254.7746
Office Supplies,1115.28,CA-2016-104633,6/16/2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Pasadena,California,West,OFF-PA-10000241,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",0,6-12-2016,1198.926
Office Supplies,1115.28,CA-2016-113747,4/6/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Jackson,Mississippi,South,OFF-AR-10003373,Art,"Boston School Pro Electric Pencil Sharpener, 1670",0,28-5-2016,1165.4676
Office Supplies,1116.288,CA-2016-124051,12/30/2016,First Class,KA-16525,Kelly Andreada,Consumer,United States,Aurora,Illinois,Central,OFF-PA-10001289,Paper,White Computer Printout Paper by Universal,37.2096,29-12-2016,1183.7304
Office Supplies,1116.432,CA-2017-147207,4/1/2017,Second Class,TS-21655,Trudy Schmidt,Consumer,United States,El Paso,Texas,Central,OFF-ST-10002615,Storage,"Dual Level, Single-Width Filing Carts",74.4288,1-2-2017,1144.3428
Office Supplies,1116.864,CA-2016-119865,6/26/2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,New York City,New York,East,OFF-BI-10003007,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",37.2288,21-6-2016,1177.3608
Office Supplies,1118.376,CA-2017-160395,6/1/2017,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Reno,Nevada,West,OFF-BI-10003984,Binders,Lock-Up Easel 'Spel-Binder',31.9536,31-12-2016,1172.2977
Office Supplies,11186.406,CA-2015-155600,7/12/2015,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Clarksville,Tennessee,South,OFF-BI-10000545,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1118.6406,12-4-2015,10121.034
Office Supplies,1119.16,CA-2016-130267,9/23/2016,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Stockton,California,West,OFF-PA-10002222,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",0,19-9-2016,1192.7048
Office Supplies,112.176,CA-2017-127313,4/12/2017,First Class,RA-19285,Ralph Arnett,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10001228,Storage,Personal File Boxes with Fold-Down Carry Handle,7.4784,12-1-2017,114.513
Office Supplies,112.2,US-2017-165344,11/15/2017,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,East,OFF-BI-10003196,Binders,Accohide Poly Flexible Ring Binders,7.854,13-11-2017,104.72
Office Supplies,112.25,CA-2015-115392,4/10/2015,Second Class,RM-19675,Robert Marley,Home Office,United States,Cambridge,Massachusetts,East,OFF-BI-10000829,Binders,Avery Non-Stick Binders,0,10-1-2015,122.577
Office Supplies,112.6,CA-2015-115693,12/15/2015,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Los Angeles,California,West,OFF-AR-10003582,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",0,12-10-2015,128.364
Office Supplies,112.6,CA-2015-125066,12/18/2015,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Mississippi,South,OFF-AR-10003582,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",0,14-12-2015,128.364
Office Supplies,112.6,CA-2015-154340,11/30/2015,First Class,EK-13795,Eileen Kiefer,Home Office,United States,Santa Ana,California,West,OFF-AR-10003582,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",0,29-11-2015,128.364
Office Supplies,112.6,US-2015-123960,6/16/2015,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,South,OFF-AR-10003582,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",0,6-11-2015,128.364
